series_title,genres,author,sales_point,description,publisher,pub_date,cover_url,link,original_title,mood_kor,mood_eng
1초,드라마/성장,"시니 (지은이), 광운 (그림)",615,"작도시 마봉산에서 대형 산불이 발생했다. 소방 대응 3단계가 발령되고, 주민 수백 명이 대피하는 초유의 사태. 도시는 연기로 뒤덮이고, 불길은 마을을 향해 거침없이 번져 온다. 출동 준비 중이던 이건은 산불이 난 마을 근처에 사시는 치매 할머니의 안부를 확인해 달라는 연락을 받는다.",영컴(YOUNG COM),2026-02-24,https://image.aladin.co.kr/product/38647/26/coversum/k852136518_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=386472641,총 1권 포함 (대표작: 1초 22),역동적인 액션,dynamic and colorful action
남주의 엄마가 되어버렸다,"로맨스, 판타지","고은채 (지은이), 엉쓰 (그림), 은산 (각색)",595,"“죄송한 말씀이지만 에스클리프 영애는, 루버몬트의 일원이 될 수 없습니다.” 최애에게 엄마라고 불릴 날이 코앞이었는데 대신관까지 찾아와 결혼을 반대한다. 재림한 성녀인지 뭔지, 저 그런 사람 아니라구요! 분명 아닌데….",문페이스,2026-04-29,https://image.aladin.co.kr/product/39065/93/coversum/k912137754_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=390659336,총 1권 포함 (대표작: 남주의 엄마가 되어버렸다 4),화려하고 우아한 판타지,elegant and ornate fantasy
양의 사수,스릴러/범죄,준쓰 (지은이),581,"하리는 자신을 둘러싸고 일어나는 모종의 사건들이 기억하지 못하는 과거와 관련되어 있음을 눈치챈다. 하지만 강수는 하리에게 무엇 하나 밝히지 않은 채 사이비 종교의 정체를 파고들고, 하리를 보호중인 무길은 하리가 점점 특별한 존재로 느껴지는데… 낙원과 나락 사이, 위험한 세계가 서서히 드러난다.",문학동네,2022-06-30,https://image.aladin.co.kr/product/29716/18/coversum/8954687458_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=297161857,총 2권 포함 (대표작: 양의 사수 2),역동적인 액션,dynamic and colorful action
귀태,드라마/성장,펭귄 (지은이),573,2018년부터 지금까지 봄툰의 대표작으로 자리매김한 〈귀태〉를 사랑해 온 사람이라면 누구나 기다려 왔을 대망의 완결권. 〈귀태〉 7권에는 ‘몽중연가 ― 연리지’ 19화부터 30화까지를 수록했다. 마침내 세 쌍의 인연이 맺은 매듭의 각기 다른 모양을 단행본으로도 만나 볼 수 있다.,봄툰,2025-12-01,https://image.aladin.co.kr/product/37993/9/coversum/k082034677_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=379930932,"총 7권 포함 (대표작: 귀태 7 - 몽중연가 - 연리지, 완결)",깔끔하고 현대적인 일상,minimalist and modern daily life
소녀의 세계,"SF/미래, 드라마/성장",모랑지 (지은이),559,"얼굴도 예쁘고 집안도 완벽한 엄친딸, 임유나. 모델 같은 외모의 혼혈 미소녀, 서미래. 순정 만화에서 튀어나온 것 같은 청순녀, 임선지. 초절정 미소녀 3명과 얼떨결에 친구가 된 오나리까지. 소녀들의 우정과 고민을 다룬 네이버 인기 웹툰이다.",온다,2019-10-18,https://image.aladin.co.kr/product/21293/79/coversum/8934998083_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=212937902,총 1권 포함 (대표작: 소녀의 세계 9),빈티지하고 고전적인 화풍,vintage and retro style
나이트런 나이트폴,드라마/성장,김성민 (지은이),556,"자타족을 말살하려는 자들의 계획은 결국 땅속에 봉인되었던 악명 높은 영식, 세라핌마저 동원하는 데 이르렀다. 괴수의 등장에 스퀘어 오브젝트 프로그램이 가동하면서 오키두 섬이 곧 사라질 운명에 처하게 되자, 앤은 자신의 정체를 드러내며 폭격 유예를 요청하는데, 새로운 시대가 구시대의 기사에게 허락한 시간은 단 1분 57초였다.",길찾기,2025-08-29,https://image.aladin.co.kr/product/37093/38/coversum/k352030157_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=370933848,총 1권 포함 (대표작: 나이트런 나이트폴 12),화려하고 우아한 판타지,elegant and ornate fantasy
독립일기,드라마/성장,자까 (지은이),553,"조금씩 1인 가구의 가장으로서 성장하고 있는 자까 작가. 하지만 그의 앞에는 다이내믹한 서울살이가 기다리고 있다! 퇴근 시간 지하철 탑승하기, 동네 병원 맛집 찾아 수소문하기, 얇디얇은 벽 너머 들려오는 기상천외한 소음까지. 자취 생활은 쉬운 것이 없다.",영컴(YOUNG COM),2022-05-10,https://image.aladin.co.kr/product/29413/59/coversum/k192837329_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=294135948,총 1권 포함 (대표작: 독립일기 2),따뜻하고 포근한 힐링,warm and cozy healing
귀태 외전: 비궁지절,코미디/힐링,펭귄 (지은이),552,"주환의 곁을 억지로 차지했지만 그의 일상을 지켜보는 일은 선의 예상과 달리 마음이 가뜬하지도 즐겁지만도 않다. 평범한 삶을 동경하는 주환을 위해 그를 떠나기로 결심한 선. 그러나 갑작스러운 부재에 주환은 오히려 그에 대해 떠올리기 시작한다. 군주와 신하, 왕과 차사, 그리고 몸주신과 무당. 과거로부터 이어져 온 주환과 선의 이야기, 그 끝에 남은 것은….",봄툰,2025-12-01,https://image.aladin.co.kr/product/37993/12/coversum/k042034677_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=379931225,총 1권 포함 (대표작: 귀태 외전: 비궁지절),화려하고 우아한 판타지,elegant and ornate fantasy
울프 인더 하우스 나이트폴,드라마/성장,박지연 (지은이),545,"아인은 레토와 함께 늑대들 사이에서 시간을 보내며, 오랫동안 이방인으로 살아왔던 자신의 과거를 조용히 되짚는다. 레토 역시 어린 시절의 기억을 지나, 지금 이 순간의 아인과 단단히 마주하기로 마음을 굳히는데...",레진코믹스(레진엔터테인먼트),2026-02-03,https://image.aladin.co.kr/product/38553/0/coversum/k312135851_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=385530042,총 2권 포함 (대표작: 울프 인더 하우스 나이트폴 2),빈티지하고 고전적인 화풍,vintage and retro style
환관제조일기,드라마/성장,김달 (지은이),542,19세기 청나라의 ‘환관’이 주제인 만화이다. 궁궐 서쪽 ‘창자’라는 곳에 오룡이라는 도자장(환관을 만드는 사람)이 있다. 오룡은 어릴 때부터 아버지를 도와 도자장 일을 하면서 자연스레 가업을 이어받는다. 그렇게 여자인 오룡이 남자아이들 고추 자르는 일을 시작하게 된다.,레진코믹스(레진엔터테인먼트),2016-12-20,https://image.aladin.co.kr/product/9908/50/coversum/k042536860_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=99085033,총 1권 포함 (대표작: 환관제조일기 - 상),화려하고 우아한 판타지,elegant and ornate fantasy
전남편의 미친개를 길들였다,"로맨스, 코미디/힐링","재겸 (원작), 자개 (그림), 철무장미 (각색)",540,"빌헬름♡라인하르트의 러브 스토리를 잔뜩 보고 싶다면 후회 없는 선택. 그 외에도 쌍둥이가 태어나기까지의 과정과, 기억을 되찾은 디트리히의 특별 외전, 어린 라인하르트의 달콤쌉싸름한 첫사랑 에피소드와 아빠와의 만남, 일가족이 떠나는 바캉스까지.",씨엔씨레볼루션,2025-05-15,https://image.aladin.co.kr/product/36713/18/coversum/k662030899_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=367131810,총 8권 포함 (대표작: 전남편의 미친개를 길들였다 8 - 완결),화려하고 우아한 판타지,elegant and ornate fantasy
달의 제단 Dark Moon,드라마/성장,HYBE (지은이),538,"글로벌 엔터테인먼트 라이프스타일 플랫폼 기업 하이브가 기획, 제작하고 네이버 웹툰에서 연재된 작품 《DARK MOON : THE BLOOD ALTAR(다크 문 : 달의 제단)》이 단행본으로 발행된다.",학산문화사(만화),2024-02-27,https://image.aladin.co.kr/product/33047/41/coversum/k922937890_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=330474143,총 2권 포함 (대표작: 달의 제단 Dark Moon 1 - 만화),따뜻하고 포근한 힐링,warm and cozy healing
위아더좀비,"스릴러/범죄, 공포/호러",이명재 (지은이),534,좀비 연쇄 살인 사건의 실마리를 찾아 모험을 떠난 왓존슨과 인종! 치열한 혈투 끝에 밝혀진 범인의 정체는 바로… 가출 남매?! 가출 남매를 새로운 식구를 맞이하게 된 아지트 식구들은 남매의 적응을 돕기 위해 고군분투한다.,네이버웹툰,2022-10-30,https://image.aladin.co.kr/product/30860/45/coversum/k762831477_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=308604541,총 2권 포함 (대표작: 위아더좀비 3),역동적인 액션,dynamic and colorful action
여자친구,드라마/성장,청건 (지은이),528,빛나는 소문의 진상을 듣고도 용기를 내어 한나에게 고백한다. 그런데 고백을 들은 한나의 반응이 심상치 않다. 이러한 상황이 익숙한 듯 놀란 표정조차 짓지 않는다. 그리고 차분하고 우아하게 빛나의 마음을 시궁창에 처박는 최악의 거절 멘트를 날린다.,빗금,2025-10-31,https://image.aladin.co.kr/product/37451/83/coversum/k982032713_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=374518397,총 1권 포함 (대표작: 여자친구 4),역동적인 액션,dynamic and colorful action
살아남은 로맨스,"로맨스, 스릴러/범죄",이연 (지은이),523,"소설에서 읽은 캐릭터 설정과 사건들을 이용해 채린은 엑스트라들을 설득하고, 그들의 믿음을 얻어 간다. 채린에게 점점 마음을 여는 엑스트라들! 얼굴을 볼 수 있는 사람이 한두 명씩 늘어나면서 X를 찾을 확률은 높아져 간다.",영컴(YOUNG COM),2022-12-22,https://image.aladin.co.kr/product/30369/98/coversum/k122839850_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=303699851,총 2권 포함 (대표작: 살아남은 로맨스 2),화려하고 우아한 판타지,elegant and ornate fantasy
황제의 외동딸,판타지,"리노 (지은이), 윤슬 (원작)",511,"언제나 나를 듬직하게 지켜 주던 큰 산이 와르르 무너져 버렸다. 장난치지 마, 이 심술쟁이 애비야. 일어나…. 일어나라고!! 누가 우리 아빠 좀 살려 줘, 제발…! 그 순간 내게 전해진 드란스테의 목소리. 아빠를 살릴 방법이 있다고?! 알려 줘. 내가 뭐든지 다 할게.",디앤씨웹툰비즈,2023-10-31,https://image.aladin.co.kr/product/31215/58/coversum/k482831159_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=312155818,총 3권 포함 (대표작: 황제의 외동딸 12 - 만화),화려하고 우아한 판타지,elegant and ornate fantasy
뉴욕의 스노우캣,드라마/성장,스노우캣(권윤주) (지은이),510,"'스노우캣의 혼자 놀기', '스노우캣의 지우개' 이후 스노우캣이 3년 만에 그린 일러스트 작품집. 스노우캣이 본 뉴욕은 한마디로 &lt;사람을 변화시키는 도시&gt;이다. 무슨 일이든 일어날 수 있고, 어떤 것이든 찾아낼 수 있는 이 도시에서 스노우캣 역시 조금씩 변화했다.",미메시스,2015-06-20,https://image.aladin.co.kr/product/6239/57/coversum/k912433529_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=62395731,총 1권 포함 (대표작: 뉴욕의 스노우캣),깔끔하고 현대적인 일상,minimalist and modern daily life
심해수,드라마/성장,"이경탁 (지은이), 노미영 (그림)",510,"국내 웹툰 최초 월간 형식으로 연재된 심해수는, 수몰되어 문명이 사라진 지구에서 유적들을 헤매며 살아가는 포스트 아포칼립스 세계관을 다룬 작품이다. 탄탄한 스토리, 창의적인 소재와 묘사, 세련된 전개, 고퀄리티 작화로 많은 독자에게 찬사를 받았다.",마음의숲,2022-10-04,https://image.aladin.co.kr/product/30184/3/coversum/k832839999_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=301840382,총 2권 포함 (대표작: 심해수 9),화려하고 우아한 판타지,elegant and ornate fantasy
옷소매 붉은 끝동,드라마/성장,"강미강 (지은이), CreativeSUMM (그림)",505,"오라버니들 뒷바라지를 위해 어린 나이에 궁녀의 삶을 선택한 덕임은 또래에 비해 이야기는 물론 글 솜씨가 뛰어나 궁궐 내 소문이 자자했다. 별간 담당 궁녀가 되어 별간을 지키던 어느 날, 갑자기 별간에 나타나 그곳에 있는 자신을 수상하다며 추궁하는 남자를 오히려 호되게 몰아붙여 쫓아낸다.",학산문화사(만화),2026-03-26,https://image.aladin.co.kr/product/35090/35/coversum/k262934493_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=350903577,총 9권 포함 (대표작: 옷소매 붉은 끝동 1 - 만화),화려하고 우아한 판타지,elegant and ornate fantasy
육아일기,로맨스,자까 (지은이),499,"대학일기부터 독립일기까지 유쾌한 솔로 라이프를 보여주었던 자까 작가가 부부가 되어 돌아왔다. 지금의《육아일기》이전에 《신혼일기》라는 작품명으로 복귀했던 자까 작가. 단행본 1권에는 부부의 연애 스토리와 결혼, 신혼여행 이야기가 담겨 있다.",영컴(YOUNG COM),2025-12-30,https://image.aladin.co.kr/product/36666/53/coversum/k752030281_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=366665313,총 4권 포함 (대표작: 육아일기 1),밝고 화사한 로맨스,bright and pastel romance
종의 퇴마사,드라마/성장,요모야마 타카시 (지은이),495,"퇴마사협회 유일의 메카닉 ‘Q’를 만나새로운 힘을 손에 넣은 아키라와 치카게. 그 힘과 맞바꿔 두 사람은 인류의 존망이 걸린 사명을 맡게 된다. 한편, 아키라와 마찬가지로 몸에 ‘마인’이 깃든 적 레드 아이는 더 큰 힘을 손에 넣으려고 하는데….",재담,2026-04-15,https://image.aladin.co.kr/product/38835/19/coversum/k752137382_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=388351941,총 2권 포함 (대표작: 종의 퇴마사 10),역동적인 액션,dynamic and colorful action
이번 생도 잘 부탁해,"판타지, 드라마/성장",이혜 (지은이),487,"드디어 밝혀지는 첫 번째 생의 인연과 환생에 대한 비밀! 원작 웹툰부터 드라마까지, 끊이지 않는 화제 속에서 막을 내린 『이번 생도 잘 부탁해』가 단행본 9~12권 동시 출간으로 대망의 완간 소식을 전한다.",문페이스,2024-06-27,https://image.aladin.co.kr/product/34008/93/coversum/k942931865_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=340089362,총 2권 포함 (대표작: 이번 생도 잘 부탁해 9),밝고 화사한 로맨스,bright and pastel romance
위험한 편의점,"로맨스, 스릴러/범죄",945 (지은이),485,"낮에는 대학생, 밤에는 편의점 아르바이트생 생활을 하며 생활고를 꿋꿋이 견뎌 내는 햇살 같은 여의준과, 큰 목표를 앞두고 똬리를 틀고 있는 미스터리한 조직 세계 종사자 범건우의 좌충우돌 운명적 로맨스가 펼쳐진다.",blackD(블랙디),2022-11-23,https://image.aladin.co.kr/product/30466/17/coversum/k222830184_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=304661751,총 2권 포함 (대표작: 위험한 편의점 1),밝고 화사한 로맨스,bright and pastel romance
