title,genres,overview,keywords,director,cast,runtime,popularity,vote_average,vote_count,release_date,poster_url,movie_id
쇼생크 탈출,"스릴러/범죄, 드라마/성장","촉망받는 은행 간부 앤디 듀프레인은 아내와 그녀의 정부를 살해했다는 누명을 쓴다. 주변의 증언과 살해 현장의 그럴듯한 증거들로 그는 종신형을 선고받고 악질범들만 수용한다는 지옥같은 교도소 쇼생크로 향한다. 인간 말종 쓰레기들만 모인 그곳에서 그는 이루 말할 수 없는 억압과 짐승보다 못한 취급을 당한다. 그러던 어느 날, 간수의 세금을 면제받게 해 준 덕분에 그는 일약 교도소의 비공식 회계사로 일하게 된다. 그 와중에 교도소 소장은 죄수들을 이리저리 부리면서 검은 돈을 긁어 모으고 앤디는 이 돈을 세탁하여 불려주면서 그의 돈을 관리하는데...","prison, friendship, police brutality, corruption, based on novel or book",프랭크 다라본트,"팀 로빈스, 모건 프리먼, 밥 건턴",142,66.5927,8.721,30378,1994-09-23,https://image.tmdb.org/t/p/w500/qV9BQZdiM8foEzDz0Ag5hGWE5qM.jpg,278
하우스메이드,스릴러/범죄,과거를 숨긴 채 완벽한 저택의 가정부로 들어간 밀리가 이상한 행동을 보이는 아내 니나와 그런 아내를 이해하는 모범적인 남편 앤드루와 얽히며 닫힌 문 뒤의 거짓과 마주하게 되는 월드 베스트셀러 원작의 고자극 미스터리 스릴러,"based on novel or book, manipulation, psychological thriller, housekeeper, dominance",폴 피그,"시드니 스위니, 아만다 사이프리드, 브랜든 스클레나",132,65.5959,7.247,2160,2025-12-18,https://image.tmdb.org/t/p/w500/fUDX16A4fJXmAuUA5t0pnqzXS0b.jpg,1368166
프레데터: 죽음의 땅,"액션, SF/미래","프레데터로서 존재를 증명하기 위해 우주에서 가장 위험한 행성으로 첫 사냥에 나선 덱. 죽음의 땅에 도사린 모든 것으로부터 공격을 받던 순간, 휴머노이드 티아를 만난다. 최상위 포식자 칼리스크에 맞서게 된 둘은 생존과 각자의 목적을 위해 극한의 사투를 벌이게 되는데…","survival, outcast, alien planet, team up, vibrant",댄 트랙턴버그,"엘르 패닝, Dimitrius Schuster-Koloamatangi, Ravi Narayan",107,65.2707,7.74,2905,2025-11-05,https://image.tmdb.org/t/p/w500/8lpCbwbYh9SSzCFsHDndZHKrcD4.jpg,1242898
데이 윌 킬 유,"액션, 공포/호러","한 여성이 뉴욕의 한 고층 아파트에서 가사도우미로 일을 시작하지만, 그 건물에 오래전부터 ‘실종’의 역사가 있었다는 사실을 알지 못한다. 곧 그녀는 이곳의 공동체 전체가 알 수 없는 비밀과 미스터리에 감싸여 있음을 깨닫는다.","new york city, ritual, abusive father, gore, cult",Кирилл Соколов,"재지 비츠, 마할라 헤럴드, 패트리샤 아퀘트",94,63.5593,6.94,565,2026-03-25,https://image.tmdb.org/t/p/w500/6oI4oQKTWMVUlr8Ivqydp28Ruu6.jpg,1292695
사형참극,공포/호러,웹사이트 콘텐츠 관리자로 일하는 한 여성이 영화 속 죽음 장면을 재현한 일련의 폭력적인 영상들을 발견하게 된다.,"post-traumatic stress disorder (ptsd), kidnapping, beheading, trauma, sequel",Daniel Goldhaber,"바비 페레이라, 데이커 몽고메리, 조지 토타",97,63.4972,5.383,60,2026-04-10,https://image.tmdb.org/t/p/w500/vPVY3S57lEooBLJCg6KGdMHkUxm.jpg,855435
마이클 잭슨: 더 라이프 오브 언 아이콘,음악/스포츠,"은 최초 공개되는 마이클 잭슨의 생전, 그를 가장 가까이에서 지켜보았던 이들의 인터뷰로 구성된 다큐멘터리로 그가 잭슨 파이브로 활동했을 때부터 세계적인 솔로 스타로 성장하기까지, 그리고 2009년 6월 그의 갑작스러운 사망에 이르기까지의 스토리를 공개한다.  앤드류 이스텔이 감독을 맡고 마이클 잭슨의 어릴 적부터 가까운 친구였던 데이비드 게스트가 제작을 맡은 에서는 마이클 잭슨의 어머니인 캐서린 잭슨이 고인의 죽음 이후 처음 허락한 인터뷰를 수록, 그녀의 입장에서 본 마이클 잭슨의 출생과 성장 이야기, 아버지 조와의 관계에 대한 이야기를 들려주고, 아들이 재판소에서 문제가 있었을 때 그를 지지했던 내용, 그리고 그 후의 인생에 대한 그녀의 생각과 이야기들을 들려준다. 마이클의 큰 누나 레비 잭슨과 형 티토의 인터뷰를 통해 잭슨가의 역사를 상세히 들어보고 그의 어린 시절과 어머니 캐서린과의 친밀한 관계, 2005년에 세상이 놀랐던 아동 성추행사건 재판기간에는 무슨 일이 있었는지 들려준다. 이 밖에도 데비 로우, 리사 마리 프레슬리와의 결혼 생활, 펩시 광고 촬영 중 발생한 화상사고, 성형수술, 진통제에 의존했던 마이클의 상황 등 그간 다루기 힘들었던 그의 루머와 불운했던 삶에 대한 이야기를 가감 없이 공개한다.",,Andrew Eastel,"마이클 잭슨, David Gest, 티토 잭슨",149,63.3235,8.126,174,2011-11-02,https://image.tmdb.org/t/p/w500/tOCYV9JCXXFtb7YehKXJBMKI4aD.jpg,78192
악마는 프라다를 입는다 2,"코미디/힐링, 드라마/성장","전 세계 트렌드를 주도해 온 전설적인 패션 매거진 런웨이가 급변하는 미디어 시장 속에서 예기치 못한 위기에 직면한다. 런웨이를 지켜내려는 편집장 미란다와 20년 만에 신임 기획 에디터로 당당히 돌아온 앤디, 그리고 이제는 럭셔리 브랜드 임원이 되어 다시 나타난 에밀리까지 더 화려하고, 치열해진 뉴욕 패션계에서 주도권을 차지하기 위해 벌이는 이들의 새로운 이야기가 펼쳐진다!","new york city, based on novel or book, sequel, fashion, nostalgic",데이비드 프랭클,"메릴 스트립, 앤 해서웨이, 에밀리 블런트",119,62.5219,6.63,641,2026-04-29,https://image.tmdb.org/t/p/w500/28A1VUDML1RzENYNtIU1WkBLT9V.jpg,1314481
그린랜드 2,"액션, 스릴러/범죄",생존한 개리티 가족은 안전한 그린란드 벙커를 떠나 폐허가 된 얼어붙은 유럽의 황무지를 가로질러 새로운 보금자리를 찾기 위한 위험한 여정을 시작한다.,"natural disaster, shelter, protective father, traumatized child, audacious",Ric Roman Waugh,"제라드 버틀러, 모레나 바카린, 로먼 그리핀 데이비스",98,61.2012,6.409,1082,2026-01-07,https://image.tmdb.org/t/p/w500/z2tqCJLsw6uEJ8nJV8BsQXGa3dr.jpg,840464
아포칼립토,"무협/사극, 액션","마야 문명이 번창하던 시절, 평화로운 부족 마을의 젊은 전사 표범 발은 가족과 함께 행복한 나날을 보내며 살아가고 있다. 어느 날, 잔인한 전사로 구성된 침략자들이 마을을 습격하여 부족민을 학살하고 젊은 남녀를 그들의 왕국으로 끌고 가는 일이 발생한다. 표범 발은 이 혼란 속에 그의 아내와 어린 아들을 깊숙한 우물에 숨긴 채 자신은 인질로 끌려가게 된다. 죽음과 마주친 위기 상황에서 겨우 탈출한 표범 발은 우물 속에 숨겨둔 가족에게 돌아가려 하지만 적들의 집요한 추적은 계속된다. 생명을 위협하는 죽음의 손길이 조금씩 다가오는 가운데, 표범 발은 도리어 적들을 향해 기상천외한 공격을 하기 시작하는데...","loss of loved one, maya civilization, village, solar eclipse, affectation",멜 깁슨,"Rudy Youngblood, 라울 트루질로, Gerardo Taracena",138,57.1695,7.62,6311,2006-12-07,https://image.tmdb.org/t/p/w500/mAFf4oW3XiH4IlFJw6dgwNnEPhg.jpg,1579
어벤져스,"액션, SF/미래","에너지원 큐브를 이용한 적의 등장으로 인류가 위험에 처하자 국제평화유지기구인 쉴드의 국장 닉 퓨리는 어벤져스 작전을 위해 전 세계에 흩어져 있던 슈퍼히어로들을 찾아나선다. 아이언맨부터 토르, 헐크, 캡틴 아메리카는 물론, 쉴드의 요원인 블랙 위도우, 호크 아이까지, 최고의 슈퍼히어로들이 어벤져스의 멤버로 모이게 되지만, 각기 개성이 강한 이들의 만남은 예상치 못한 방향으로 흘러가는데...","new york city, superhero, shield, based on comic, alien invasion",조스 웨던,"로버트 다우니 주니어, 크리스 에반스, 마크 러팔로",142,55.6059,8.028,37948,2012-04-25,https://image.tmdb.org/t/p/w500/krgjV3rJtBcEpQehODKXNCt6uFL.jpg,24428
스크림 7,"스릴러/범죄, 공포/호러","시드니 프레스콧이 새롭게 정착한 조용한 마을에 새로운 고스트페이스가 등장한다. 그녀의 딸, 테이텀이 다음 표적이 되면서 우려했던 공포가 현실이 되고, 가족을 지키기 위해 시드니는 과거의 공포와 맞서 피의 학살을 영원히 끝내기로 결심하는데…","mask, artificial intelligence (a.i.), sequel, murder, serial killer",케빈 윌리엄슨,"니브 캠벨, 코트니 콕스, 이사벨 메이",114,53.6147,6.114,919,2026-02-25,https://image.tmdb.org/t/p/w500/gqgBqxyr8tGQGJCFrRWAzfA7Cml.jpg,1159559
데미지,"로맨스, 드라마/성장","모든 것을 다 가진 완벽한 남자 스티븐 플레밍(제러미 아이언스)은 어느 날 파티에서 아들 마틴(루퍼트 그레이브스)의 연인인 안나 바튼(줄리엣 비노쉬)을 만나게 된다. 스치는 찰나의 만남에서 서로를 향한 묘한 감정을 느낀 두 사람은 후에 재회하게 되고 되돌릴 수 없는 열정적 사랑에 빠지게 된다. 스티븐은 안나를 만나면 만날수록 마틴에 대한 죄책감을 느끼지만, 안나는 스티븐 그리고 마틴과의 관계를 자신만의 방법으로 각각 지속시켜 나간다. 그러던 중 마틴과 안나가 결혼 발표를 하게 되면서 스티븐과 안나의 금기된 사랑은 결국 파국을 향해 치닫게 되는데...","london, england, sibling relationship, loss of loved one, longing, politician",루이 말,"제레미 아이언스, 쥘리에트 비노쉬, 미란다 리처드슨",111,53.4949,6.6,674,1992-12-02,https://image.tmdb.org/t/p/w500/bc6ADs3tcdyQFrGrSsmujKSEPYo.jpg,11012
직장상사 길들이기,"스릴러/범죄, 공포/호러","승진만을 꿈꾸는 7년차 직장인 린다(레이첼 맥아담스)는 자신을 무시하는 상사 브래들리(딜런 오브라이언)와  출장 도중 비행기 추락 사고로 무인도에 단둘이 고립된다. 하지만 와이파이도, 인사팀도, 직급도 없는 야생의 섬에서 두 사람의 권력관계는 완전히 뒤집히기 시작한다. 회사에서는 절대적인 권력자였던 브래들리가 부상으로 인해 생존 능력 제로로 전락한다. 반면 그동안  억눌려 있던 린다는 뛰어난 생존 능력으로 상황을 장악하기 시작한다. 그러던 어느 날, 누군가 섬을 찾아오면서  상황은 예측 불가능하게 흘러가는데….","bullying, role reversal, survival, struggle for survival, survival horror",샘 레이미,"레이첼 맥아담스, 딜런 오브라이언, 에딜 이스마일",113,49.6664,7.046,1527,2026-01-22,https://image.tmdb.org/t/p/w500/kpOHAiCiIBa0yPtOqSp99NxhwUF.jpg,1198994
올해의 신부,"로맨스, 코미디/힐링",가정을 꾸리는 것이 꿈이었던 링키. 그런데 그 꿈이 산산이 무너지자 '올해의 신부'에 선정되기 위한 교묘한 계획을 세워 전 남자 친구에게 복수하려 한다.,"competition, mother-in-law, bride, wedding, fake wedding",Joshua Rous,"Carine Rous, Bouwer Bosch, Armand Aucamp",98,47.7552,7.0,10,2026-05-15,https://image.tmdb.org/t/p/w500/geFc71rCYM8fErbROLY6n1LfAS6.jpg,1684226
대부,"스릴러/범죄, 드라마/성장","시실리에서 이민온 뒤, 정치권까지 영향력을 미치는 거물로 자리잡은 돈 꼴레오네는 갖가지 고민을 호소하는 사람들의 문제를 해결해주며 대부라 불리운다. 한편 솔로소라는 인물은 꼴레오네가와 라이벌인 탓타리아 패밀리와 손잡고 새로운 마약 사업을 제안한다. 돈 꼴레오네가 마약 사업에 참여하지 않기로 하자, 돈 꼴레오네를 저격해 그는 중상을 입고 사경을 헤매게 된다. 그 뒤, 돈 꼴레오네의 아들 소니는 조직력을 총 동원해 다른 패밀리들과 피를 부르는 전쟁을 시작하는데... 가족의 사업과 상관없이 대학에 진학한 뒤 인텔리로 지내왔던 막내 아들 마이클은 아버지가 총격을 당한 뒤, 아버지를 구하기 위해 위험천만한 협상 자리에 나선다.","based on novel or book, loss of loved one, love at first sight, italy, gangster",프란시스 포드 코폴라,"말론 브란도, 알 파치노, 제임스 칸",175,47.4665,8.686,22921,1972-03-14,https://image.tmdb.org/t/p/w500/1yvBkSv4ZLS1GohlmMDmdpSgfYo.jpg,238
마더 메리,"공포/호러, 드라마/성장",전설적인 팝스타 마더 메리가 컴백 공연을 하루 앞두고 소원해진 절친이자 전 의상 디자이너인 샘 앤셀름과 재회하면서 오랫동안 묻어두었던 상처가 다시 ​​떠오른다.,"pop star, supernatural, betrayal, dress, old grudge",데이비드 로워리,"앤 해서웨이, 미카엘라 코엘, 헌터 샤퍼",112,46.5193,5.9,54,2026-04-16,https://image.tmdb.org/t/p/w500/qMgUI6pxkPtIuoXX4DcJ6X7bdt2.jpg,1102883
크라임 101,스릴러/범죄,"101번 국도를 따라 흔적도 없이 사라지는 보석들. 전설적인 절도범 ‘데이비스’는 자신만의 규칙 아래 완벽한 범죄를 설계한다. 모두가 혼란에 빠진 사이, 원칙과 집념의 형사 ‘루’만이 범인의 실체를 포착하며 포위망을 좁혀간다. 거대한 보험금을 노린 ‘데이비스’는 보험중개인 ‘샤론’에게 위험한 거래를 제안하고 완벽했던 계획과 정교한 수사는 예상치 못한 국면으로 치닫는데…","robbery, based on novel or book, jewelry, heist, police chase",Bart Layton,"크리스 헴스워스, 마크 러팔로, 할리 베리",141,46.2007,6.969,976,2026-02-11,https://image.tmdb.org/t/p/w500/77ggpowGO0ORQY9x33NeBIPajm1.jpg,1171145
돌하우스,"스릴러/범죄, 공포/호러","다섯 살에 세상을 떠난 딸 메이에 대한 그리움과 슬픔으로 가득한 카에와 타다히코 부부. 어느 날, 카에는 골동품 시장에서 딸 아이를 닮은 인형을 발견하고 집에 가지고 오면서 정성스레 보살핀다. 인형을 통해 기운을 되찾은 카에와 남편 타다히코 사이에서 마이가 태어나고, 자연스레 인형은 관심 밖이 되지만...","island, coffin, doll, washing machine, strange",矢口史靖,"나가사와 마사미, 세토 코지, 다나카 테츠시",110,45.1512,7.484,61,2025-06-13,https://image.tmdb.org/t/p/w500/gBCT1BbU5i0p9yj4M12Vvd2rVM2.jpg,1404791
시에라 마드레: 카르텔 전쟁,"액션, 스릴러/범죄","멕시코에서 열린 결혼식에 참석하기 위해 휴가를 떠난 특수부대원 조던과 그의 동료들은, 우연히 잔혹한 카르텔과 마주치며 순식간에 생존 전쟁에 휘말린다. 조던은 흩어진 동료들과 민간인들을 이끌고 탈출을 시도하지만, 사막 한복판에서 카르텔과의 치열한 추격과 전투가 벌어지며 상황은 점점 극한으로 치닫는다.","survival, military, cartel, action, méxico",Justin Chadwick,"키퍼 서덜랜드, Tommy Martinez, Ashton Sanders",101,44.5401,6.1,21,2026-04-15,https://image.tmdb.org/t/p/w500/pRix7i1lrSOFr34sjvFIFQb5E66.jpg,1414413
워 머신: 전쟁 기계,"액션, 스릴러/범죄",미 육군 레인저 훈련에서 마지막 혹독한 임무를 받은 전투 공병. 자신이 속한 부대를 이끌고 거대한 외계 살상 병기에 맞서 싸워야 한다.,"struggle for survival, military training, hostile, afghanistan veteran, alien hunters",패트릭 휴스,"앨런 리치슨, 데니스 퀘이드, 스테판 제임스",110,44.5243,7.324,1744,2026-02-12,https://image.tmdb.org/t/p/w500/cfeIYPthWgq5XFZnx7cbpr7xFTp.jpg,1265609
어벤져스: 인피니티 워,"액션, SF/미래","타노스는 6개의 인피니티 스톤을 획득해 신으로 군림하려 한다. 그것은 곧 인류의 절반을 학살해 우주의 균형을 맞추겠다는 뜻. 타노스는 닥터 스트레인지가 소유한 타임 스톤, 비전의 이마에 박혀 있는 마인드 스톤을 차지하기 위해 지구를 침략한다. 아이언맨과 스파이더맨은 가디언즈 오브 갤럭시의 멤버들과 타노스를 상대한다. 지구에선 캡틴 아메리카, 완다, 블랙 위도우, 블랙 팬서 등이 비전을 지키기 위해 뭉친다.","sacrifice, magic, superhero, based on comic, space",조 루소,"로버트 다우니 주니어, 크리스 에반스, 크리스 헴스워스",149,43.5802,8.235,31948,2018-04-25,https://image.tmdb.org/t/p/w500/kmP6viwzcEkZeoi1LaVcQemcvZh.jpg,299536
